Accession,type,r_stele,radius,CF,OneC,nX,X_size,aerenchyma,TCA,kr1,kr2,kr3,Kr1,Kr2,Kr3,Kx,Kr1_pred,kr1_pred,Kr2_pred,kr2_pred,Kr3_pred,kr3_pred,Kx_pred
Ames_19879,burton_mex,0.233304502,0.434096133,8.7,0.023079498,7.699048558,0.068048028,0.0155,0.421,0.000163903,6.10E-05,5.40E-05,0.000447048,0.000166376,0.000147282,1.682218357,0.000447955,0.000128574,0.000189694,5.44E-05,0.000170875,4.90E-05,17.68389916
Ames_19897,burton_mex,0.2990737,0.562211452,9.4,0.027993378,9.869432099,0.084996881,0.083,0.712,0.000152503,6.07E-05,5.40E-05,0.000538714,0.000214496,0.000190602,5.1404205,0.000524229,0.000150466,0.000208407,5.98E-05,0.00018573,5.33E-05,4.383758274
Ames_19907,burton_mex,0.234664889,0.48467793,9.3,0.026883123,7.74394135,0.082104311,0.0259,0.565,0.000145851,5.62E-05,5.03E-05,0.000444162,0.000171084,0.000153195,3.758951203,0.000504752,0.000144876,0.000200714,5.76E-05,0.0001797,5.16E-05,3.698699053
Ames_19924,burton_mex,0.339452764,0.610264342,10.2,0.026550155,11.2019412,0.089198476,0.061,0.808,0.000153807,6.14E-05,5.45E-05,0.000589759,0.00023531,0.000208814,7.580071515,0.000521033,0.000149549,0.000207938,5.97E-05,0.000185216,5.32E-05,5.173381602
Ames_19926,burton_mex,0.370393792,0.678905527,11.8,0.026145062,12.22299513,0.095197571,0.0994,1.017,0.000139235,5.75E-05,5.13E-05,0.000593933,0.000245092,0.000219027,11.70935941,0.000515557,0.000147977,0.000206937,5.94E-05,0.000184348,5.29E-05,6.701791624
Ames_19946,burton_mex,0.340389187,0.648940659,11.6,0.026599265,11.23284317,0.099304708,0.058,0.96,0.000134738,5.53E-05,4.96E-05,0.000549384,0.000225427,0.000202302,12.61718183,0.000512974,0.000147236,0.000204227,5.86E-05,0.000182401,5.24E-05,7.972955712
Ames_19962,burton_mex,0.257310039,0.509959976,9.9,0.025520196,8.491231297,0.083051722,0.0822,0.61,0.000143029,5.61E-05,5.01E-05,0.00045829,0.0001796,0.000160579,4.146737155,0.000499422,0.000143346,0.000199812,5.74E-05,0.000178821,5.13E-05,2.736325208
Ames_19970,burton_mex,0.30643338,0.58223709,11.2,0.024625331,10.11230154,0.091159518,0.0104,0.77,0.000149398,5.85E-05,5.21E-05,0.000546542,0.00021393,0.000190612,8.28924152,0.000526511,0.000151122,0.0002088,5.99E-05,0.000186077,5.34E-05,6.689449481
Ames_19981,burton_mex,0.296937432,0.575915707,9.8,0.028467171,9.798935253,0.093304592,0.0593,0.764,0.00013899,5.62E-05,5.04E-05,0.000502948,0.000203306,0.000182384,8.270703252,0.000512575,0.000147121,0.000204166,5.86E-05,0.00018238,5.23E-05,5.928111798
PI_438943,burton_mex,0.267023247,0.496358592,9.2,0.024927755,8.811767155,0.096164226,0.0438,0.55,0.000162511,6.22E-05,5.50E-05,0.000506825,0.000193841,0.000171425,9.45819191,0.000515473,0.000147953,0.00020466,5.87E-05,0.000182787,5.25E-05,8.459047635
PI_474205,burton_mex,0.329459665,0.61649169,11.2,0.025627859,10.87216896,0.097994994,0.0428,0.854,0.000147238,5.87E-05,5.23E-05,0.000570332,0.000227542,0.00020277,12.16966879,0.000513213,0.000147304,0.000204245,5.86E-05,0.000182414,5.24E-05,3.137717132
PI_476869,burton_mex,0.309533965,0.567844974,9,0.028701223,10.21462086,0.090701799,0.1325,0.712,0.000148183,6.00E-05,5.34E-05,0.000528697,0.000214003,0.000190416,7.195194224,0.000511667,0.000146861,0.000204103,5.86E-05,0.000182239,5.23E-05,2.094198768
PI_479123,burton_mex,0.286016854,0.555948648,10.5,0.02570779,9.438556181,0.081301829,0.1594,0.714,0.00014401,5.75E-05,5.13E-05,0.000503045,0.000200902,0.000179026,4.333913889,0.000512023,0.000146963,0.000204127,5.86E-05,0.000182239,5.23E-05,6.302385616
PI_483312,burton_mex,0.208062838,0.455563438,9.3,0.026612968,6.866073651,0.082832676,0.0263,0.515,0.000140376,5.37E-05,4.83E-05,0.000401811,0.000153704,0.000138243,3.482139081,0.000523378,0.000150222,0.000208325,5.98E-05,0.000185564,5.33E-05,8.186938918
PI_483878,burton_mex,0.303825389,0.600802306,9.8,0.030303767,10.02623784,0.088732333,0.1315,0.843,0.000129316,5.39E-05,4.86E-05,0.000488163,0.000203632,0.000183496,6.11214644,0.000506649,0.000145421,0.000203275,5.83E-05,0.000181592,5.21E-05,4.87225136
PI_483911,burton_mex,0.304871263,0.592801918,11,0.026175514,10.06075167,0.088580003,0.0858,0.812,0.00013992,5.64E-05,5.05E-05,0.000521159,0.000210196,0.000188088,6.699308966,0.000494787,0.000142016,0.000201285,5.78E-05,0.000179742,5.16E-05,7.996922916
PI_503560,burton_mex,0.279259596,0.527449372,9.1,0.027273602,9.215566677,0.075263769,0.0259,0.629,0.000154243,6.04E-05,5.37E-05,0.000511169,0.000200169,0.000178012,2.745039919,0.000511667,0.000146861,0.000204103,5.86E-05,0.000182239,5.23E-05,2.094198768
PI_503574,burton_mex,0.3033011,0.573423153,10.1,0.026744758,10.00893629,0.093006982,0.0586,0.744,0.00014792,5.88E-05,5.24E-05,0.000532945,0.000211711,0.000188736,8.391578928,0.000512023,0.000146963,0.000204127,5.86E-05,0.000182239,5.23E-05,6.302385616
PI_515463,burton_mex,0.383897743,0.690066366,12.5,0.02449349,12.66862553,0.099748852,0.0137,1.033,0.000152456,6.09E-05,5.41E-05,0.00066102,0.000264175,0.000234494,16.15535619,0.000523378,0.000150222,0.000208325,5.98E-05,0.000185564,5.33E-05,8.186938918
PI_583894,burton_mex,0.25669076,0.502097032,8.6,0.028535613,8.470795091,0.078502755,0.1131,0.585,0.00013996,5.60E-05,5.02E-05,0.000441542,0.000176798,0.000158414,2.928942653,0.000506649,0.000145421,0.000203275,5.83E-05,0.000181592,5.21E-05,4.87225136
PI_586644,burton_mex,0.310560615,0.594945874,9.3,0.03057906,10.24850029,0.095232751,0.1617,0.809,0.000137663,5.70E-05,5.11E-05,0.000514604,0.000213184,0.000190986,8.600041436,0.000494787,0.000142016,0.000201285,5.78E-05,0.000179742,5.16E-05,7.996922916
PI_620780,burton_mex,0.287127603,0.552214515,8.8,0.030123513,9.475210906,0.086747033,0.1149,0.699,0.000139026,5.67E-05,5.08E-05,0.000482373,0.000196585,0.00017623,4.893661221,0.000508974,0.000146088,0.000203578,5.84E-05,0.000181778,5.22E-05,4.245200599
PI_620796,burton_mex,0.281530037,0.526543361,10.3,0.023787701,9.290491217,0.098642687,0.022,0.623,0.00015928,6.10E-05,5.41E-05,0.000526957,0.000201864,0.000178843,10.77174895,0.000528977,0.000151829,0.000209032,6.00E-05,0.000186254,5.35E-05,6.032728798
PI_620801,burton_mex,0.316147599,0.589841255,11.2,0.024436934,10.43287076,0.084133149,0.0155,0.779,0.00015177,5.95E-05,5.29E-05,0.000562473,0.000220342,0.000196001,5.590262895,0.000526349,0.000151075,0.000208662,5.99E-05,0.000185992,5.34E-05,3.225772657
PI_620804,burton_mex,0.302775903,0.541445662,9.9,0.024108057,9.991604787,0.091011048,0.0074,0.633,0.000163204,6.28E-05,5.55E-05,0.000555222,0.000213495,0.000188697,8.242719032,0.000529455,0.000151967,0.000209153,6.00E-05,0.000186361,5.35E-05,6.483939236
PI_620829,burton_mex,0.408794191,0.791073471,13.3,0.028742803,13.49020829,0.1050845,0.0539,1.441,0.000125511,5.39E-05,4.86E-05,0.000623849,0.000267917,0.000241603,18.80620213,0.000506329,0.000145329,0.0002031,5.83E-05,0.0001814,5.21E-05,5.290517222
PI_620839,burton_mex,0.244626774,0.470346012,9.4,0.024012685,8.072683545,0.085177524,0.0406,0.506,0.000160189,6.04E-05,5.36E-05,0.000473403,0.000178528,0.000158306,4.886538971,0.000512947,0.000147228,0.00020437,5.87E-05,0.000182574,5.24E-05,4.157159038
PI_620843,burton_mex,0.290981837,0.557378192,11,0.02421785,9.602400636,0.080605224,0.067,0.709,0.000146563,5.75E-05,5.13E-05,0.000513279,0.00020128,0.000179516,4.623102433,0.000510793,0.00014661,0.000204135,5.86E-05,0.000182313,5.23E-05,4.692748572
PI_620849,burton_mex,0.344109398,0.602125369,10.7,0.024113642,11.35561013,0.105357976,0.0824,0.767,0.000155647,6.15E-05,5.45E-05,0.000588852,0.000232675,0.000206,18.55049115,0.000531935,0.000152678,0.00021149,6.07E-05,0.000188055,5.40E-05,9.401296353
PI_620857,burton_mex,0.278117425,0.535831613,10.2,0.025266097,9.17787504,0.087350488,0.0745,0.659,0.000148746,5.83E-05,5.19E-05,0.000500787,0.00019614,0.000174737,5.76896029,0.000510112,0.000146415,0.000203694,5.85E-05,0.000181955,5.22E-05,5.144042624
PI_620858,burton_mex,0.296937432,0.552502652,10.8,0.023663446,9.798935253,0.094686957,0.0209,0.682,0.000153995,5.98E-05,5.31E-05,0.000534591,0.000207506,0.000184329,10.28443314,0.000513475,0.00014738,0.000204401,5.87E-05,0.000182519,5.24E-05,5.577206352
PI_628446,burton_mex,0.274082347,0.535237235,9.9,0.026379282,9.044717463,0.092666439,0.0116,0.664,0.00014585,5.73E-05,5.12E-05,0.000490494,0.000192575,0.000172229,7.76385421,0.000515669,0.000148009,0.000204772,5.88E-05,0.000182895,5.25E-05,5.387640828
PI_628460,burton_mex,0.246570858,0.498917158,9.8,0.025749622,8.13683833,0.082027872,0.0298,0.591,0.000142634,5.54E-05,4.97E-05,0.000447128,0.000173705,0.000155703,3.881087822,0.000504615,0.000144837,0.000200579,5.76E-05,0.000179604,5.16E-05,2.764809982
PI_628480,burton_mex,0.376784035,0.708277051,10.8,0.030693798,12.43387316,0.096000412,0.1151,1.131,0.000128478,5.51E-05,4.96E-05,0.000571758,0.000245263,0.000220809,10.83731361,0.000504207,0.00014472,0.000204932,5.88E-05,0.000182616,5.24E-05,8.772872035
PI_629130,burton_mex,0.298541066,0.552790639,9.8,0.025943834,9.85185518,0.094432306,0.0332,0.68,0.000151159,5.93E-05,5.28E-05,0.000525018,0.000205929,0.000183348,9.47726552,0.000524897,0.000150658,0.000208511,5.98E-05,0.000185811,5.33E-05,6.010749229
PI_629147,burton_mex,0.305392856,0.556520906,9.2,0.027296527,10.07796426,0.093366956,0.0857,0.68,0.000156251,6.18E-05,5.48E-05,0.000546366,0.000216227,0.00019162,8.34767795,0.000520828,0.00014949,0.000209796,6.02E-05,0.000186531,5.35E-05,5.202308257
PI_629157,burton_mex,0.262211623,0.530458235,10,0.026824661,8.65298357,0.087472954,0.1088,0.668,0.000139018,5.55E-05,4.97E-05,0.000463341,0.000184874,0.0001657,5.701770855,0.000501788,0.000144025,0.000200395,5.75E-05,0.000179325,5.15E-05,2.70024503
PI_629191,burton_mex,0.271749689,0.506515319,9,0.02608507,8.967739744,0.079931841,0.0965,0.574,0.000154359,6.03E-05,5.35E-05,0.000491251,0.000191871,0.000170344,3.641046847,0.000513872,0.000147494,0.000206575,5.93E-05,0.000184107,5.28E-05,4.431069806
PI_629202,burton_mex,0.366940161,0.65431399,12.7,0.022627861,12.10902532,0.101511093,0.1074,0.921,0.000149323,5.99E-05,5.31E-05,0.000613892,0.000246163,0.000218299,17.14389876,0.00052234,0.000149924,0.000209939,6.03E-05,0.000186722,5.36E-05,9.440572923
PI_629245,burton_mex,0.309533965,0.549903984,10,0.024037002,10.21462086,0.090701799,0.0475,0.65,0.000161794,6.25E-05,5.52E-05,0.000559024,0.000215952,0.000190785,8.086931685,0.000526046,0.000150988,0.000208558,5.99E-05,0.000185848,5.33E-05,3.256476822
PI_629246,burton_mex,0.289885857,0.525635788,9.3,0.025349455,9.566233273,0.093725236,0.0231,0.604,0.000164464,6.31E-05,5.58E-05,0.00054317,0.000208368,0.000184189,9.201726905,0.000521695,0.000149739,0.00020804,5.97E-05,0.000185335,5.32E-05,6.287145085
PI_629255,burton_mex,0.310560615,0.601331881,10,0.029077127,10.24850029,0.097807073,0.0345,0.833,0.000138521,5.61E-05,5.04E-05,0.000523373,0.000212115,0.000190483,10.06272149,0.00051115,0.000146713,0.000204094,5.86E-05,0.000182253,5.23E-05,6.909567546
PI_629262,burton_mex,0.292073706,0.534344428,9.1,0.026623156,9.638432284,0.083673858,0.0233,0.629,0.000159173,6.18E-05,5.48E-05,0.000534404,0.000207396,0.000183978,5.181368331,0.000537012,0.000154135,0.000212628,6.10E-05,0.000189086,5.43E-05,3.944677927
PI_629263,burton_mex,0.252943249,0.444959267,7.7,0.024937145,8.347127211,0.079082151,0.0272,0.421,0.000171289,6.41E-05,5.65E-05,0.000478882,0.000179301,0.000157965,3.379635407,0.000536943,0.000154116,0.000212188,6.09E-05,0.000188719,5.42E-05,3.069024984
CONICO,MAGIC,0.316620525,0.62138647,10.08243186,0.030227424,9.920716519,0.07513779,0.055747584,0.898095224,0.000134485,5.55E-05,4.99E-05,0.00052507,0.000216536,0.000194769,2.545024129,0.000509495,0.000146237,0.000203668,5.85E-05,0.000181867,5.22E-05,4.639890289
GORDO,MAGIC,0.465481905,0.859417738,11.97985819,0.03288318,11.73968087,0.114379336,0.055402954,1.639677141,0.000122303,5.46E-05,4.93E-05,0.000660422,0.000294697,0.000266396,23.33095564,0.000511413,0.000146788,0.000204062,5.86E-05,0.000182221,5.23E-05,1.951510753
JALA,MAGIC,0.477767823,0.894420504,12.439729,0.03349371,11.4134055,0.112970162,0.063827146,1.796130028,0.000120475,5.43E-05,4.91E-05,0.000677046,0.000304979,0.000275894,19.72554175,0.000525549,0.000150845,0.000208454,5.98E-05,0.000185728,5.33E-05,5.261311191
NALTEL,MAGIC,0.510700406,0.93915315,12.67534835,0.033802049,13.40379719,0.115453419,0.08653428,1.951537672,0.000112925,5.23E-05,4.75E-05,0.000666358,0.00030871,0.000280306,25.17848745,0.000507766,0.000145741,0.000205644,5.90E-05,0.000183273,5.26E-05,7.204212978
PALOME,MAGIC,0.398954685,0.75082691,11.1045935,0.031687087,11.62670478,0.09077815,0.030529397,1.271013643,0.000130992,5.62E-05,5.06E-05,0.000617966,0.000264976,0.0002386,7.788317649,0.00051444,0.000147657,0.000204369,5.87E-05,0.000182607,5.24E-05,4.854312168
REVENT,MAGIC,0.455336649,0.8270477,11.5214468,0.032262532,13.18281721,0.10165388,0.032836823,1.497523185,0.000124667,5.50E-05,4.97E-05,0.000647829,0.000285832,0.000258111,14.75641156,0.000514534,0.000147684,0.000204648,5.87E-05,0.000182732,5.24E-05,7.90452872
TABLON,MAGIC,0.436892791,0.817158705,11.69893754,0.032504312,11.33038684,0.106731221,0.058327056,1.498140835,0.000121636,5.40E-05,4.89E-05,0.000624522,0.000277393,0.000250893,15.49078642,0.000516567,0.000148267,0.000204987,5.88E-05,0.000183069,5.25E-05,5.11789051
ZAPCHI,MAGIC,0.477726356,0.873869623,12.02491942,0.032943528,12.333088,0.114885996,0.049451924,1.682089278,0.000123563,5.52E-05,4.99E-05,0.000678443,0.000303222,0.00027381,24.00826796,0.000515517,0.000147966,0.000204646,5.87E-05,0.000182755,5.25E-05,5.534895641
Ames_16950,,0.302775903,0.545545363,8.8,0.027587439,9.991604787,0.081402756,0.1571,0.647,0.000150087,6.02E-05,5.34E-05,0.000514461,0.000206219,0.000183124,4.30183123,,,,,,,
Ames_1903,,0.281530037,0.509335407,9.4,0.024234614,9.290491217,0.089921124,0.0212,0.566,0.000169825,6.44E-05,5.67E-05,0.000543481,0.000206013,0.000181449,7.086137027,,,,,,,
Ames_19097,,0.294245287,0.569803549,10.2,0.027015516,9.710094478,0.095119132,0.0311,0.747,0.000146155,5.80E-05,5.18E-05,0.000523263,0.00020766,0.000185532,9.436499572,,,,,,,
Ames_19467,,0.267618617,0.524423247,10.6,0.024226852,8.831414375,0.08741337,0.017,0.639,0.000144138,5.60E-05,5.01E-05,0.00047494,0.000184504,0.000165128,6.112515243,,,,,,,
Ames_19532,,0.229174892,0.437019372,9,0.023093831,7.562771443,0.086067841,0.0016,0.435,0.000164023,6.10E-05,5.40E-05,0.000450385,0.000167577,0.000148367,5.351169794,,,,,,,
Ames_19540,,0.20729649,0.426700428,8.9,0.024652128,6.84078416,0.063990198,0.0125,0.437,0.000148315,5.57E-05,4.98E-05,0.000397637,0.000149324,0.000133631,0.977722815,,,,,,,
Ames_19617,,0.304871263,0.601067152,10.7,0.027681859,10.06075167,0.084184834,0.0641,0.844,0.000132986,5.43E-05,4.88E-05,0.000502238,0.000204901,0.000184417,4.998279739,,,,,,,
Ames_19688,,0.244626774,0.463529042,9,0.024322474,8.072683545,0.079428451,0.0459,0.487,0.00015919,6.03E-05,5.35E-05,0.000463632,0.000175649,0.000155778,3.419265016,,,,,,,
Ames_19802,,0.243975303,0.46387227,8.6,0.025569415,8.051185015,0.081498535,0.0181,0.489,0.000154658,5.90E-05,5.26E-05,0.000450766,0.000172081,0.000153167,3.800190261,,,,,,,
AMES19907_obs,,0.234664889,0.4846779,8.826359312,0.028325723,7,0.082516971,0.026548677,0.564999908,0.000138963,5.44E-05,4.89E-05,0.000423188,0.000165685,0.000149048,3.165662509,,,,,,,
AMES19907_pred,,0.293400879,0.5545,9.087440517,0.028731866,8.933722,0.086898467,0.035356919,0.695505179,0.000148413,5.89E-05,5.26E-05,0.000517076,0.000205064,0.000183132,5.126375261,,,,,,,
cluster_1,,0.294431983,0.5545,9.06331325,0.028694585,9.954524552,0.091275043,0.108090215,0.693601006,0.000147045,5.92E-05,5.28E-05,0.000512309,0.000206332,0.000183946,7.466667554,,,,,,,
cluster_2,,0.292536633,0.5545,9.107639312,0.028763037,9.80308419,0.082572886,0.048066064,0.697096063,0.000147684,5.87E-05,5.24E-05,0.000514535,0.000204535,0.000182625,4.548933173,,,,,,,
cluster_3,,0.290826305,0.5545,9.147548046,0.028824521,10.19080487,0.088547349,0.050501391,0.700230561,0.000147608,5.87E-05,5.24E-05,0.000514271,0.000204556,0.000182661,6.145295373,,,,,,,
cluster_4,,0.299002399,0.5545,8.955987632,0.028528132,10.44534349,0.087392724,0.042713741,0.685080248,0.000151015,5.99E-05,5.34E-05,0.00052614,0.000208739,0.000186024,5.840588372,,,,,,,
cluster_5,,0.29309993,0.5545,9.094476663,0.028742728,7.81968,0.08488948,0.050865982,0.696059692,0.000147704,5.87E-05,5.25E-05,0.000514605,0.000204617,0.000182743,4.141296843,,,,,,,
cluster_6,,0.304336903,0.5545,8.82991894,0.028331302,9.769734398,0.082634639,0.04545014,0.674968981,0.00015337,6.09E-05,5.41E-05,0.000534345,0.000212085,0.000188603,4.582215653,,,,,,,
cluster_7,,0.302541835,0.5545,8.872438808,0.028397848,10.02844364,0.089218069,0.12514418,0.678391396,0.000146962,5.92E-05,5.27E-05,0.000512018,0.000206139,0.000183665,6.742199777,,,,,,,
NSL_106891,,0.337100325,0.64525137,11,0.028013731,11.12431074,0.099212805,0.1625,0.952,0.000131679,5.51E-05,4.94E-05,0.000533857,0.000223282,0.000200429,12.249535,0.00051444,0.000147657,0.000204369,5.87E-05,0.000182607,5.24E-05,4.854312168
NSL_6544,,0.247215489,0.502097032,10,0.025488154,8.158111147,0.07495688,0.1257,0.599,0.000139202,5.48E-05,4.91E-05,0.000439151,0.000172916,0.000154933,2.416289559,,,,,,,
NSL_6547,,0.210345131,0.446031029,7.5,0.031424786,6.941389326,0.080124601,0.195,0.486,0.00012825,5.21E-05,4.70E-05,0.00035942,0.000145909,0.000131691,2.423434158,,,,,,,
NSL_6549,,0.280397115,0.531956285,9.5,0.026479913,9.253104782,0.0901026,0.0115,0.642,0.000122372,4.99E-05,4.52E-05,0.000409013,0.000166697,0.000151154,3.998267438,,,,,,,
PI_213706,,0.307987575,0.552790639,9.2,0.026609029,10.16358996,0.090929219,0.0485,0.662,0.000159994,6.24E-05,5.53E-05,0.000555705,0.000216805,0.000191932,7.481873937,,,,,,,
PI_217404,,0.305913561,0.557948984,8,0.031504428,10.0951475,0.084041295,0.0073,0.684,0.000153282,6.10E-05,5.44E-05,0.000537361,0.000213832,0.000190771,4.389775918,,,,,,,
PI_218180,,0.325082885,0.64475787,11.4,0.028041665,10.72773521,0.094347776,0.05,0.974,0.000136478,5.59E-05,5.02E-05,0.000552892,0.000226607,0.00020346,9.468148532,,,,,,,
PI_218186,,0.297472937,0.54671106,9.3,0.026799798,9.816606927,0.088948633,0.0283,0.661,0.000158119,6.16E-05,5.46E-05,0.000543153,0.000211544,0.000187653,6.877917794,,,,,,,
PI_221881,,0.339921298,0.649920933,11.1,0.027927895,11.21740283,0.097644671,0.131,0.963,0.000135236,5.62E-05,5.04E-05,0.000552244,0.000229586,0.000205747,11.33801865,,,,,,,
PI_221888,,0.38056668,0.6879875,11.4,0.026966739,12.55870045,0.100184447,0.0971,1.032,0.000146055,6.00E-05,5.34E-05,0.000631362,0.000259366,0.000230746,15.6894723,,,,,,,
PI_222609,,0.206527298,0.420690262,8,0.026770371,6.815400828,0.073605176,0.0116,0.422,0.000152507,5.75E-05,5.14E-05,0.000403119,0.00015206,0.000135835,1.908659374,,,,,,,
PI_234767,,0.300136132,0.615975149,11,0.028712638,9.904492359,0.092806063,0.1722,0.909,0.000123982,5.21E-05,4.71E-05,0.000479844,0.000201689,0.000182098,8.071661597,,,,,,,
PI_235282,,0.267618617,0.53997394,10.2,0.026701502,8.831414375,0.08741337,0.0173,0.691,0.000143167,5.61E-05,5.03E-05,0.000485731,0.000190267,0.000170536,5.690961591,,,,,,,
PI_240318,,0.259772392,0.463529042,8.2,0.024848372,8.57248895,0.092010845,0.0729,0.462,0.000171557,6.48E-05,5.70E-05,0.00049965,0.000188793,0.000166,7.80069702,,,,,,,
PI_275835,,0.316650618,0.605288922,10.2,0.028297873,10.44947041,0.091025354,0.149,0.836,0.000139265,5.74E-05,5.13E-05,0.000529645,0.000218142,0.000195041,7.46610735,,,,,,,
PI_311229,,0.385965059,0.685205868,9.5,0.031499033,12.73684695,0.112674582,0.1062,1.007,0.000136178,5.80E-05,5.19E-05,0.000586282,0.000249523,0.000223565,24.86147329,,,,,,,
PI_360877,,0.339921298,0.693746746,12.1,0.029241773,11.21740283,0.089771416,0.0462,1.15,0.000124612,5.26E-05,4.76E-05,0.000543178,0.000229389,0.000207397,7.365033263,,,,,,,
PI_390842,,0.31715284,0.663012785,11.3,0.030607075,10.46604373,0.094237817,0.0086,1.065,0.000125706,5.25E-05,4.75E-05,0.000523671,0.000218748,0.000198049,8.190387015,,,,,,,
PI_401754,,0.274082347,0.470346012,7.8,0.025162008,9.044717463,0.087187543,0.1304,0.458,0.000170813,6.54E-05,5.74E-05,0.000504798,0.000193272,0.000169631,5.823971627,,,,,,,
PI_401755,,0.238031846,0.457306894,9.3,0.023577962,7.85505092,0.08634943,0.0253,0.479,0.000161963,6.08E-05,5.38E-05,0.000465374,0.000174623,0.000154597,5.234513835,,,,,,,
PI_401757,,0.278117425,0.552214515,9.8,0.027969091,9.17787504,0.083285422,0.1051,0.715,0.000136631,5.51E-05,4.95E-05,0.000474062,0.000191335,0.000171705,4.295019357,,,,,,,
PI_443781,,0.291528283,0.52624101,8.7,0.026978474,9.620433329,0.088365705,0.1313,0.602,0.000152979,6.07E-05,5.39E-05,0.000505821,0.000200718,0.000178057,6.671681412,,,,,,,
PI_443963,,0.233304502,0.428932529,7.9,0.024763041,7.699048558,0.076080008,0.0162,0.407,0.000169204,6.31E-05,5.57E-05,0.000456015,0.000170085,0.000150111,2.767386503,,,,,,,
PI_444005,,0.373389515,0.652365172,10.1,0.027621352,12.32185401,0.098029887,0.128,0.899,0.00015074,6.18E-05,5.48E-05,0.000617873,0.000253275,0.000224559,13.08878425,,,,,,,
